Name,Additional Effects From Quality,Superior,Anomalous,Divergent,Phantasmal,awakened,vaal,support,exceptional,total,Superior->Anomalous,Superior->Divergent,Superior->Phantasmal,Anomalous->Superior,Anomalous->Divergent,Anomalous->Phantasmal,Divergent->Superior,Divergent->Anomalous,Divergent->Phantasmal,Phantasmal->Superior,Phantasmal->Anomalous,Phantasmal->Divergent
Unearth,(0–10)% increased Cast Speed,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Split Arrow,(0–10)% increased Attack Speed,50,20,100,0,False,False,False,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Added Fire Damage Support,Supported Skills deal (0–10)% increased Fire Damage,50,50,100,0,True,False,True,False,200,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.25,0.25,0.5
Faster Attacks Support,Supported Skills have (0–10)% increased Attack Speed,50,5,50,0,False,False,True,False,105,0.09090909090909091,0.9090909090909091,0.0,0.5,0.5,0.0,0.9090909090909091,0.09090909090909091,0.0,0.47619047619047616,0.047619047619047616,0.47619047619047616
Greater Multiple Projectiles Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,50,0,True,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Lesser Multiple Projectiles Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,50,0,False,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Faster Projectiles Support,Supported Skills have (0–10)% increased Projectile Speed,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Added Cold Damage Support,Supported Skills deal (0–10)% increased Cold Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Additional Accuracy Support,Supported Skills have (0–20)% increased Accuracy Rating,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Increased Area of Effect Support,Supported Skills deal (0–10)% increased Area Damage,100,50,50,0,True,False,True,False,200,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.25,0.25
Added Lightning Damage Support,Supported Skills deal (0–10)% increased Lightning Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Cold Snap,(0–10)% increased Area of Effect,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Raise Zombie,(0–20)% increased Minion Maximum Life,50,100,100,10,False,False,False,False,260,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.3125,0.625,0.0625,0.3125,0.625,0.0625,0.2,0.4,0.4
Caustic Arrow,(0–10)% increased Area of Effect,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Blood Rage,(0–5)% increased Attack Speed,50,5,50,0,False,False,False,False,105,0.09090909090909091,0.9090909090909091,0.0,0.5,0.5,0.0,0.9090909090909091,0.09090909090909091,0.0,0.47619047619047616,0.047619047619047616,0.47619047619047616
Righteous Fire,(0–20)% increased Burning Damage,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Discharge,(0–20)% increased Elemental Damage,50,100,5,20,False,False,False,False,175,0.8,0.04,0.16,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.3225806451612903,0.6451612903225806,0.03225806451612903
Portal,(0–60)% increased Cast Speed,10000,1,0,0,False,False,False,False,10001,1.0,0.0,0.0,1.0,0.0,0.0,0.9999000099990001,9.999000099990002e-05,0.0,0.9999000099990001,9.999000099990002e-05,0.0
Inspiration Support,Supported Skills have (0–20)% increased Inspiration Charge Duration,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Increased Critical Strikes Support,Supported Skills have (0–20)% increased Critical Strike Chance,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Increased Critical Damage Support,Supported Skills have +(0–10)% to Critical Strike Multiplier,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Knockback Support,Supported Skills have (0–10)% chance to Knock Enemies Back on hit,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Life Leech Support,Supported Skills deal (0–10)% increased Damage while Leeching Life,50,100,50,0,False,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Mana Leech Support,Supported Skills deal (0–10)% increased Damage while Leeching Mana,50,5,20,0,False,False,True,False,75,0.2,0.8,0.0,0.7142857142857143,0.2857142857142857,0.0,0.9090909090909091,0.09090909090909091,0.0,0.6666666666666666,0.06666666666666667,0.26666666666666666
Added Chaos Damage Support,Supported Skills deal (0–10)% increased Chaos Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Flicker Strike,(0–5)% chance to gain a Frenzy Charge on Hit,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Spark,(0–20)% increased Projectile Speed,50,100,100,100,False,True,False,False,350,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4
Stun Support,Supported Skills have (0–30)% increased Stun Duration on Enemies,50,100,10,0,False,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Ice Spear,(0–40)% increased Projectile Speed,50,20,100,50,False,False,False,False,220,0.11764705882352941,0.5882352941176471,0.29411764705882354,0.25,0.5,0.25,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.29411764705882354,0.11764705882352941,0.5882352941176471
Pierce Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Trap Support,Supported Skills have (0–10)% increased Trap Throwing Speed,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Raise Spectre,(0–20)% increased Minion Movement Speed,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Infernal Blow,(0–10)% increased Area of Effect,50,20,100,100,False,False,False,False,270,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.2,0.4,0.4,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.5882352941176471
Glacial Hammer,(0–40)% increased Duration of Cold Ailments,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Frost Wall,(0–20)% increased Skill Effect Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Freezing Pulse,(0–40)% increased Projectile Speed,50,50,20,0,False,False,False,False,120,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,0.5,0.5,0.0,0.4166666666666667,0.4166666666666667,0.16666666666666666
Shock Nova,(0–40)% increased Shock Duration on enemies,50,50,100,0,False,False,False,False,200,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.25,0.25,0.5
Viper Strike,(0–10)% increased Attack Speed(0–10)% increased Poison Duration,50,100,100,10,False,False,False,False,260,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.3125,0.625,0.0625,0.3125,0.625,0.0625,0.2,0.4,0.4
Phase Run,Buff grants (0–10)% increased Movement Speed,50,100,50,0,False,False,False,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Melee Physical Damage Support,Supported Skills deal (0–10)% increased Melee Physical Damage,50,10,50,0,True,False,True,False,110,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0,0.45454545454545453,0.09090909090909091,0.45454545454545453
Item Quantity Support,(0–7)% increased Quantity of Items Dropped by Enemies Slain from Supported Skills,50,0,0,0,False,False,True,False,50,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Item Rarity Support,(0–10)% increased Rarity of Items Dropped by Enemies Slain from Supported Skills,10000,1,0,0,False,False,True,False,10001,1.0,0.0,0.0,1.0,0.0,0.0,0.9999000099990001,9.999000099990002e-05,0.0,0.9999000099990001,9.999000099990002e-05,0.0
Faster Casting Support,Supported Skills have (0–10)% increased Cast Speed,50,5,50,0,False,False,True,False,105,0.09090909090909091,0.9090909090909091,0.0,0.5,0.5,0.0,0.9090909090909091,0.09090909090909091,0.0,0.47619047619047616,0.047619047619047616,0.47619047619047616
Explosive Arrow,(0–20)% increased Skill Effect Duration(0–20)% chance to Ignite enemies,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Temporal Chains,(0–20)% increased Curse Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Elemental Weakness,(0–10)% increased Effect of Curse,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Warlord's Mark,Cursed Enemies have a (0–5)% chance to grant an Endurance Charge when Hit,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Punishment,(0–10)% increased Effect of Curse,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Enfeeble,(0–20)% increased Curse Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Assassin's Mark,Cursed Enemies have a (0–5)% chance to grant a Power Charge when Hit,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Sniper's Mark,Cursed enemies take (0–5)% increased Damage from Projectile Hits,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Despair,(0–10)% increased Effect of Curse,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Lightning Warp,(0–20)% increased Cast Speed,50,100,100,100,False,True,False,False,350,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4
Summon Skeletons,Minions deal (0–20)% increased Damage,50,50,50,50,False,True,False,False,200,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Heavy Strike,(0–20)% increased Stun Duration on enemies(0–20)% increased Damage,50,50,10,0,False,False,False,False,110,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.5,0.0,0.45454545454545453,0.45454545454545453,0.09090909090909091
Dominating Blow,Minions deal (0–20)% increased Damage,50,100,50,10,False,False,False,False,210,0.625,0.3125,0.0625,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.3125,0.625,0.0625,0.25,0.5,0.25
Rain of Arrows,(0–10)% increased Area of Effect,50,50,20,100,False,True,False,False,220,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.25,0.25,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666
Concentrated Effect Support,Supported Skills deal (0–10)% increased Area Damage,50,10,50,0,False,False,True,False,110,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0,0.45454545454545453,0.09090909090909091,0.45454545454545453
Minion Damage Support,Minions from Supported Skills deal (0–10)% increased Damage,50,100,20,0,True,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Increased Duration Support,Supported Skills have (0–10)% increased Skill Effect Duration,50,20,50,0,False,False,True,False,120,0.2857142857142857,0.7142857142857143,0.0,0.5,0.5,0.0,0.7142857142857143,0.2857142857142857,0.0,0.4166666666666667,0.16666666666666666,0.4166666666666667
Cold to Fire Support,Supported Skills deal (0–10)% increased Cold DamageSupported Skills deal (0–10)% increased Fire Damage,50,100,10,0,False,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Combustion Support,Supported Skills deal (0–10)% increased Fire Damage,50,100,50,0,False,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Minion Speed Support,Supported Skills have (0–10)% increased Minion Movement Speed,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Minion Life Support,Supported Skills have (0–15)% increased Minion maximum Life,50,20,100,0,False,False,True,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Elemental Damage with Attacks Support,(0–10)% increased Elemental Damage with Attack Skills,50,100,10,0,True,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Bloodlust Support,Supported Skills deal (0–10)% increased Melee Damage against Bleeding Enemies,50,20,5,0,False,False,True,False,75,0.8,0.2,0.0,0.9090909090909091,0.09090909090909091,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.26666666666666666,0.06666666666666667
Life Gain on Hit Support,(0–10) Life gained per Enemy Hit with Supported Attacks,50,100,10,0,False,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Firestorm,(0–20)% increased Damage,100,50,20,0,False,False,False,False,170,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5882352941176471,0.29411764705882354,0.11764705882352941
Lightning Strike,(0–20)% increased Projectile Speed,50,100,100,100,False,True,False,False,350,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4
Tempest Shield,(0–20)% chance to Shock enemies,50,100,10,0,False,False,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Molten Shell,(0–20)% increased Skill Effect Duration,50,50,50,0,False,True,False,False,150,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
Power Siphon,(0–20)% increased Damage,50,20,20,0,False,True,False,False,90,0.5,0.5,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222
Puncture,Bleeding inflicted by this Skill deals Damage (0–10)% faster,50,20,20,50,False,False,False,False,140,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5555555555555556,0.2222222222222222,0.2222222222222222
Lightning Arrow,(0–20)% chance to Shock enemies,50,100,100,10,False,False,False,False,260,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.3125,0.625,0.0625,0.3125,0.625,0.0625,0.2,0.4,0.4
Haste,(0–40)% increased Area of Effect,50,100,100,10,False,True,False,False,260,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.3125,0.625,0.0625,0.3125,0.625,0.0625,0.2,0.4,0.4
Purity of Elements,(0–40)% increased Area of Effect,50,100,5,0,False,False,False,False,155,0.9523809523809523,0.047619047619047616,0.0,0.9090909090909091,0.09090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3225806451612903,0.6451612903225806,0.03225806451612903
Vitality,(0–40)% increased Area of Effect,50,10,100,0,False,False,False,False,160,0.09090909090909091,0.9090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3125,0.0625,0.625
Discipline,(0–40)% increased Area of Effect,50,100,20,0,False,True,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Grace,(0–40)% increased Area of Effect,50,20,100,0,False,True,False,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Determination,(0–40)% increased Area of Effect,50,100,10,0,False,False,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Anger,(0–40)% increased Area of Effect,50,100,5,0,False,False,False,False,155,0.9523809523809523,0.047619047619047616,0.0,0.9090909090909091,0.09090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3225806451612903,0.6451612903225806,0.03225806451612903
Hatred,(0–40)% increased Area of Effect,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Wrath,(0–40)% increased Area of Effect,50,100,1,0,False,False,False,False,151,0.9900990099009901,0.009900990099009901,0.0,0.9803921568627451,0.0196078431372549,0.0,0.3333333333333333,0.6666666666666666,0.0,0.33112582781456956,0.6622516556291391,0.006622516556291391
Burning Arrow,(0–20)% increased Fire Damage,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Elemental Proliferation Support,(0–10)% increased Duration of Elemental Ailments on Enemies,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Arrogance Support,Supported Skills have (0–5)% increased Aura effect,100,50,50,0,False,False,True,False,200,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.25,0.25
Clarity,(0–40)% increased Area of Effect,50,100,100,0,False,True,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Culling Strike Support,Supported Skills deal (0–10)% increased Damage,50,100,50,0,False,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Point Blank Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,5,0,False,False,True,False,155,0.9523809523809523,0.047619047619047616,0.0,0.9090909090909091,0.09090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3225806451612903,0.6451612903225806,0.03225806451612903
Iron Grip Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
